"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","SST",3,3,3.276,"weak",1.5,0.81,0.2,0.09,1.5,1,4.44089209850063e-16,-4158.48389182106,8316.96778364212,0.0282485875706215,1290.902,1006,1,1,1,0,NA,1,1,1,0,NA,0.999040442636762,1,1,2655.27317419828,0.000275499464234821,0.986354755759125,0.75,1,549.946537214777,0.00292722876446858,0.990074085644041,0.75,1,761.285646769387,0.00209379196106142,0.904808529156833,0.25,1,154.590443546615,0.0177732440417407,1,1,1,0,NA,1,1,1,0,NA,0.987616137566138,0.715267857142857,1,844.76966432487,0.00265216947410618,0.975886243386243,0.5,1,462.671395410162,0.00481472494482405,0.92105291005291,0.3,1,151.881060584734,0.0150751912135678,0.858305291005291,0.2,1,101.070998854116,0.0271807570638927,1,1.90222222222222,1.61177777777778,1,0.988301851851852,0.928446296296296,0.306742755532764,0.305775764439411,0.311606253269359,818.815555555556,2669.10711111111,0.305775764439411,810,1
"SST","DC-SBM",3,3,3,"weak",1.5,0.81,0.2,0.09,1.5,1,4.44089209850063e-16,-4154.96434111486,8309.92868222972,0.00451977401129944,255.425,1007,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998666666666667,1,1,3276.98517158024,0.000637515381641154,0.998666666666667,1,1,3276.98517158024,0.000637515381641154,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998666666666667,1,1,0.998666666666667,1,1,0.305776019680265,0.305775764439411,0.305775764439411,809.996666666667,2648.98688888889,0.305775764439411,810,1
"SST","WST",3,3,3.10044444444444,"medium",1.5,0.81,0.7,0.09,1.5,0.949562701387519,0.192134052048764,-3206.40610373635,6412.81220747271,0.0112994350282486,2719.678,1006,1,1,1,0,NA,0.999757869249395,1,1,4130.0000000003,0.000242130750605318,1,1,1,0,NA,0.976963888888889,0.571428571428571,1,210.337521377524,0.0064505377199456,0.996041465446067,1,1,2550.54168474799,0.000913560606297106,0.278393096537819,0,1,1932.11552914461,0.00988006903244436,1,1,1,0,NA,0.999757869249395,1,1,4130.0000000003,0.000242130750605318,0.997288888888889,1,1,299.819547094485,0.00167554212776541,0.9753,0.5,1,191.094960917791,0.00731764507979098,0.976011111111111,0.5,1,456.745989202543,0.00494103113878502,0.269711111111111,0,1,2148.10071932878,0.00923440718691933,1,1.33555555555556,1.25911111111111,1,0.997288888888889,0.979266666666667,0.168313450442834,0.166980539861896,0.174923547400612,269.660888888889,1601.978,0.167709637046308,268,1
"SST","SST",3,3,3.23444444444444,"medium",1.5,0.81,0.7,0.09,1.5,0.949562701387519,0.192134052048764,-3208.66064772086,6417.32129544172,0.0299435028248588,1298.577,1007,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.944831349206349,0.5,1,114.331231375699,0.0116724184094227,0.981531087536426,0.666666666666667,1,272.332334146981,0.00533216812683582,0.295843704176438,0,1,2070.0292477912,0.00923035076919182,1,1,1,0,NA,1,1,1,0,NA,0.998755555555556,1,1,1247.18812559936,0.000571558829026583,0.9441,0.5,1,116.226062617602,0.0118082716676868,0.933811111111111,0.5,1,152.649989049056,0.0135376379394063,0.279033333333333,0,1,2954.52523242889,0.00752943919593129,1,1.76977777777778,1.54,1,0.998755555555556,0.947411111111111,0.168479159107746,0.166980539861896,0.173556882147038,270.853777777778,1607.46466666667,0.167709637046308,268,1
"SST","DC-SBM",3,3,3,"medium",1.5,0.81,0.7,0.09,1.5,0.949562701387519,0.192134052048764,-3205.40525368258,6410.81050736515,0.00395480225988701,253.811,1008,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999332740213523,1,1,4495.99999999999,0.000385156903108412,0.288033807829181,0,1,4496.00000000028,0.00675439680269958,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998444444444444,1,1,4500.00000000002,0.000587552554712943,0.287777777777778,0,1,4500.00000000011,0.00674960551225243,1,1,0.999111111111111,1,1,0.999111111111111,0.167912295864113,0.166980539861896,0.168539325842697,268.411777777778,1598.51644444444,0.167709637046308,268,1
"SST","WST",3,3,3.008,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3456.9046579752,6913.80931595041,0,2652.128,1007,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.997911111111111,1,1,3842.52047284087,0.000511069910983292,1,1,1,0,NA,0.997126984126984,1,1,3233.29831620257,0.000678068572575076,1,1,1,0,NA,1,1,1,0,NA,0.999888888888889,1,1,4500.00000000005,0.00011111111111111,0.9978,1,1,3877.81925784086,0.000522514735197987,0.998155555555556,1,1,3676.38711261056,0.000464890472804381,0.995977777777778,1,1,3342.30637818995,0.000861576274621853,1,1.02422222222222,1.01688888888889,1,0.999888888888889,0.998155555555556,0.139856185782105,0.139830508474576,0.139830508474576,198.060666666667,1416.16,0.139830508474576,198,1
"SST","SST",3,3,3.01133333333333,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3456.52758393479,6913.05516786958,0.00734463276836158,1247.236,1008,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998555555555556,1,1,2315.51186436889,0.000450646930964657,1,1,1,0,NA,0.997111111111111,1,1,2811.45940112722,0.000738953873462297,1,1,1,0,NA,1,1,1,0,NA,0.999888888888889,1,1,4500.00000000019,0.000111111111111109,0.998444444444444,1,1,2036.67926983574,0.000507942584023212,0.998277777777778,1,1,733.927487648254,0.000856831491882674,0.995611111111111,1,1,936.121783792362,0.00151963374548718,1,1.03355555555556,1.02711111111111,1,0.999888888888889,0.998277777777778,0.139855050285429,0.139830508474576,0.139830508474576,198.062666666667,1416.19533333333,0.139830508474576,198,1
"SST","DC-SBM",3,3,3,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3455.85236359904,6911.70472719809,0,254.011,1009,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.139830508474576,0.139830508474576,0.139830508474576,198,1416,0.139830508474576,198,1
"SST","WST",3,3,3.00022222222222,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5037.45476694976,10074.9095338995,0,2564.61,1008,1,1,1,0,NA,0,0,0,0,NA,1,1,1,1,NA,1,1,1,1,NA,0.00797872340425532,0,0,215.091037680373,0.00607427331820434,0.00797872340425532,0,0,215.091037680373,0.00607427331820434,0.0753500777950656,0,1,4498.99999999977,0.00393568920606742,0,0,0,0,NA,5.55555555555556e-05,0,0,4500.00000000026,5.55555555555539e-05,5.55555555555556e-05,0,0,4500.00000000026,5.55555555555539e-05,0.000666666666666667,0,0,4500.00000000033,0.000384814617564835,0.000666666666666667,0,0,4500.00000000033,0.000384814617564835,0.0753500777950656,0.000222222222222222,0.084,0.0753500777950656,5.55555555555556e-05,0.0835,0.436813662228329,0.436710561676969,0.437668645439827,1624.28266666667,3718.48355555556,0.44907282988444,1671,1
"SST","SST",3,3,3.16066666666667,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5041.42793118565,10082.8558623713,0.00734463276836158,1296.366,1009,1,1,1,0,NA,1,1,1,0,NA,0.851403281455185,0,1,187.022797628745,0.0220789637028015,0.405128322273651,0,1,71.3858194129058,0.0535591038349123,0.417820648885165,0,1,196.08648358076,0.0310911157214857,0.234502909277103,0,1,235.635760349958,0.0228651081853818,1,1,1,0,NA,1,1,1,0,NA,0.0309142857142857,0,0.25,662.852150826256,0.00375921530499875,0.0136111111111111,0,0.25,1427.23140893618,0.00152120224906139,0.0342619047619048,0,0.5,745.477781496142,0.00444703747268136,0.0193238095238095,0,0.25,909.972465588417,0.00271726518520275,1,0.196,0.308222222222222,1,0.0382634920634921,0.117114285714286,0.449153841504562,0.447761194029851,0.45166163141994,1678.51422222222,3736.95555555556,0.44907282988444,1671,1
"SST","DC-SBM",3,3,3,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5038.49050609561,10076.9810121912,0.00169491525423729,250.358999999999,1010,0.95952380952381,0,1,420.000000000001,0.00962765860510897,0.566666666666667,0,1,515.373677102772,0.021854023176786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00882352941176471,0,0,340.000000000002,0.00507921751472615,0.00882352941176471,0,0,340.000000000002,0.00507921751472615,0.0895555555555556,0,1,4499.99999999988,0.00425711120154595,0.0528888888888889,0,1,4499.99999999963,0.00333675785003419,0,0,0,0,NA,0,0,0,0,NA,0.000666666666666667,0,0,4500.00000000025,0.000384814617564838,0.000666666666666667,0,0,4500.00000000025,0.000384814617564838,0.0933333333333333,0,0.0755555555555556,0.0933333333333333,0,0.0755555555555556,0.448945889725966,0.447761194029851,0.44907282988444,1668.91444444444,3717.40066666667,0.44907282988444,1671,1
"SST","WST",3,3,3.00044444444444,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4853.00794157695,9706.0158831539,0,2675.325,1009,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999833333333333,1,1,4499.99999999948,0.000124214953493572,0.75,0.5125,0.9875,0,Inf,0.166666666666667,0.0083333333333333,0.325,0,Inf,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999833333333333,1,1,4499.99999999948,0.000124214953493572,0.000222222222222222,0,0,4500.00000000033,0.000175670377098208,5.55555555555556e-05,0,0,4500.00000000021,5.55555555555543e-05,1,1.00133333333333,0.00111111111111111,1,1,0.000277777777777778,0.280145752852549,0.280143971205759,0.280143971205759,934.015555555556,3334.03377777778,0.280143971205759,934,1
"SST","SST",3,3,3.00022222222222,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4852.54230921987,9705.08461843975,0,1208.483,1010,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999944444444444,1,1,4500.0000000002,5.55555555555543e-05,1,1,1,1,NA,0,0,0,1,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999944444444444,1,1,4500.0000000002,5.55555555555543e-05,0.000222222222222222,0,0,4500.0000000002,0.000222222222222217,0,0,0,0,NA,1,1.00066666666667,0.000888888888888889,1,1,0.000222222222222222,0.280145952121852,0.280143971205759,0.280143971205759,934.020222222222,3334.04711111111,0.280143971205759,934,1
"SST","DC-SBM",3,3,3,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4851.95900243442,9703.91800486884,0,251.503000000001,1011,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,0,1,1,0,0.488002399520096,0.488002399520096,0.488002399520096,1627,3334,0.280143971205759,934,1
"SST","WST",3,3,3.00711111111111,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4297.92199586327,8595.84399172655,0,2736.934,1010,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.998655555555556,1,1,699.793789191509,0.000771585705639675,0.999592592592593,1,1,2882.98352334493,0.00020939272780058,0.998148148148148,1,1,807.021480359262,0.00101607487078211,1,1,1,0,NA,1,1,1,0,NA,0.999888888888889,1,1,4500.00000000019,0.000111111111111109,0.998544444444444,1,1,692.71318369076,0.000825347438194531,0.998344444444444,1,1,1106.83226286631,0.000755219107008228,0.997122222222222,1,1,681.729235332872,0.00146305653594345,1,1.02222222222222,1.01644444444444,1,0.999888888888889,0.998677777777778,0.100788652813697,0.100659340659341,0.100659340659341,229.422,2275.93244444444,0.100659340659341,229,1
"SST","SST",3,3,3,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4296.57256703112,8593.14513406224,0,1242.736,1011,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.100659340659341,0.100659340659341,0.100659340659341,229,2275,0.100659340659341,229,1
"SST","DC-SBM",3,3,3,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4296.29074171737,8592.58148343474,0,254.77,1012,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.100659340659341,0.100659340659341,0.100659340659341,229,2275,0.100659340659341,229,1
"SST","WST",3,3,3.00133333333333,"weak",6,12.96,0.2,0.09,6,1,4.44089209850063e-16,-6875.7911084568,13751.5822169136,0,2643.255,1011,1,1,1,0,NA,0.290771175726928,0,1,791,0.0161567989017324,1,1,1,0,NA,0.999388888888889,1,1,934.557196117602,0.000558355113670149,0.999148148148148,1,1,991.412101121587,0.000743997781046582,0.00037037037037037,0,0,825.577921707635,0.000386531869210024,0.17601246105919,0,1,4254.85798097305,0.00583899119114954,0.0511793502447708,0,1,4493.99999999969,0.00328754146083849,1,1,1,0,NA,0.999388888888889,1,1,934.557196117602,0.000558355113670149,0.999,1,1,1011.94308326896,0.000860421246624965,0.000277777777777778,0,0,825.577921708278,0.000289898901907405,0.17601246105919,1.004,1.00244444444444,0.17601246105919,1,0.999611111111111,0.451850686363445,0.451851851851852,0.451851851851852,3294.09222222222,7290.22333333333,0.435390946502058,3174,1
"SST","SST",3,3,3.26888888888889,"weak",6,12.96,0.2,0.09,6,1,4.44089209850063e-16,-6867.69414632593,13735.3882926519,0.00169491525423729,1308.742,1012,1,1,1,0,NA,1,1,1,0,NA,0.99987037037037,1,1,2518.86093321765,0.000112052156929587,0.901991798941799,0.5,1,119.92689296487,0.0181004903523392,0.937261629497029,0.333333333333333,1,389.214214526817,0.0098138734832705,0.0468747669128067,0,0.5,197.387316021069,0.0122548084703945,1,1,1,0,NA,1,1,1,0,NA,0.998733333333333,1,1,3669.91932190997,0.000397038366467527,0.901444444444444,0.5,1,121.484771169563,0.018114252035739,0.824377777777778,0,1,81.0916990766131,0.0341959595561207,0.0223111111111111,0,0.25,255.863490034489,0.00474291676567632,1,1.81066666666667,1.23488888888889,1,0.998833333333333,0.857355555555556,0.435603590026478,0.434969160632877,0.437461184945969,3241.74755555556,7441.70022222222,0.435390946502058,3174,1
