"gen_model","fit_model","K_true","K_hat","K_p.mean","hierch","kappa_mean","kappa_var","psi_mean","psi_var","rate_kap","ari","vi","elpd","looic","pk_bad","time","seed","thetaW_block_model_mean","thetaW_block_model_lo","thetaW_block_model_hi","thetaW_block_model_ess","thetaW_block_model_mcse","thetaS_block_model_mean","thetaS_block_model_lo","thetaS_block_model_hi","thetaS_block_model_ess","thetaS_block_model_mcse","thetaW_block_emp_mean","thetaW_block_emp_lo","thetaW_block_emp_hi","thetaW_block_emp_ess","thetaW_block_emp_mcse","thetaS_block_emp_mean","thetaS_block_emp_lo","thetaS_block_emp_hi","thetaS_block_emp_ess","thetaS_block_emp_mcse","thetaW_item_emp_mean","thetaW_item_emp_lo","thetaW_item_emp_hi","thetaW_item_emp_ess","thetaW_item_emp_mcse","thetaS_item_emp_mean","thetaS_item_emp_lo","thetaS_item_emp_hi","thetaS_item_emp_ess","thetaS_item_emp_mcse","thetaW_block_model_all_mean","thetaW_block_model_all_lo","thetaW_block_model_all_hi","thetaW_block_model_all_ess","thetaW_block_model_all_mcse","thetaS_block_model_all_mean","thetaS_block_model_all_lo","thetaS_block_model_all_hi","thetaS_block_model_all_ess","thetaS_block_model_all_mcse","thetaW_block_emp_all_mean","thetaW_block_emp_all_lo","thetaW_block_emp_all_hi","thetaW_block_emp_all_ess","thetaW_block_emp_all_mcse","thetaS_block_emp_all_mean","thetaS_block_emp_all_lo","thetaS_block_emp_all_hi","thetaS_block_emp_all_ess","thetaS_block_emp_all_mcse","thetaW_item_emp_all_mean","thetaW_item_emp_all_lo","thetaW_item_emp_all_hi","thetaW_item_emp_all_ess","thetaW_item_emp_all_mcse","thetaS_item_emp_all_mean","thetaS_item_emp_all_lo","thetaS_item_emp_all_hi","thetaS_item_emp_all_ess","thetaS_item_emp_all_mcse","prem_block_model_avg","prem_block_emp_avg","prem_item_emp_avg","coverage_block_model_avg","coverage_block_emp_avg","coverage_item_emp_avg","violation_rate_mean","violation_rate_lo.2.5.","violation_rate_hi.97.5.","violation_count_mean","cross_mass_mean","violation_rate_zhat","violation_count_zhat","rep_id"
"SST","SST",3,3,3.108,"medium",1.5,0.81,0.7,0.09,1.5,0.949562701387519,0.192134052048764,-3207.7979444512,6415.59588890241,0.019774011299435,1369.015,1007,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.974388888888889,0.75,1,59.1064332582914,0.0111011578378469,0.990482541093788,1,1,438.032257936631,0.00343258377515888,0.263667322897152,0,1,2123.29332560675,0.0092150131701719,1,1,1,0,NA,1,1,1,0,NA,0.999888888888889,1,1,4500.0000000002,0.000111111111111109,0.974277777777778,0.75,1,72.7730370517144,0.0100388005392503,0.967466666666667,0.5,1,112.197568446579,0.011978457299251,0.256788888888889,0,1,2272.19780263202,0.00880636486381788,1,1.32888888888889,1.22311111111111,1,0.999888888888889,0.973977777777778,0.16807436368282,0.166980539861896,0.170716889428919,269.270444444444,1602.04022222222,0.167709637046308,268,1
"SST","DC-SBM",3,3,3,"medium",1.5,0.81,0.7,0.09,1.5,0.949562701387519,0.192134052048764,-3206.25887883016,6412.51775766031,0.00451977401129944,270.322,1008,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000027,0.000314234751971469,1,1,1,0,NA,1,1,1,0,NA,0.999333036905291,1,1,4497.99999999986,0.000384985684256303,0.268119164072921,0,1,4183.81022489039,0.00684930347889503,1,1,1,0,NA,0.999555555555556,1,1,4500.00000000027,0.000314234751971469,1,1,1,0,NA,1,1,1,0,NA,0.998888888888889,1,1,4499.99999999997,0.000496683050571513,0.268,0,1,4193.85899967718,0.00684012888992368,1,1,0.999555555555556,1,1,0.999555555555556,0.167901840254393,0.166980539861896,0.168539325842697,268.381555555556,1598.43644444444,0.167709637046308,268,1
"SST","WST",3,3,3.00444444444444,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3457.98458881946,6915.96917763891,0,2766.831,1007,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999055555555556,1,1,2127.68691169924,0.000369719792807228,1,1,1,0,NA,0.999111111111111,1,1,1879.07736257807,0.000477430907383921,1,1,1,0,NA,1,1,1,0,NA,0.999777777777778,1,1,4500.00000000013,0.000157117375985737,0.998833333333333,1,1,2354.21525751798,0.000412974157099502,0.998111111111111,1,1,1986.89668597633,0.000677984078827917,0.997555555555556,1,1,1830.68397355927,0.000886526749984667,1,1.01244444444444,1.00577777777778,1,0.999777777777778,0.998111111111111,0.139918810280733,0.139830508474576,0.139830508474576,198.196444444444,1416.43333333333,0.139830508474576,198,1
"SST","SST",3,3,3.01066666666667,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3457.02795823527,6914.05591647054,0.00621468926553672,1343.273,1008,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9985,1,1,718.03527718738,0.000746950272390749,0.999944444444444,1,1,4500.00000000043,5.55555555555529e-05,0.995259259259259,1,1,496.15646461151,0.00233292359194431,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.9985,1,1,718.03527718738,0.000746950272390749,0.998444444444444,1,1,609.762916536494,0.000796205482956044,0.994611111111111,1,1,501.435400184558,0.00259415797189571,1,1.032,1.026,1,1,0.9985,0.13984282765286,0.139830508474576,0.139830508474576,198.034222222222,1416.11755555556,0.139830508474576,198,1
"SST","DC-SBM",3,3,3,"strong",1.5,0.81,1.3,0.09,1.5,1,4.44089209850063e-16,-3456.53722953641,6913.07445907281,0,269.742,1009,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.139830508474576,0.139830508474576,0.139830508474576,198,1416,0.139830508474576,198,1
"SST","WST",3,3,3.02955555555556,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5039.98313128812,10079.9662625762,0.00112994350282486,2731.765,1008,1,1,1,0,NA,0,0,0,0,NA,0.632051282051282,0,1,6.5233908659831,0.139954913427842,0.294230769230769,0,1,28.6547573048202,0.0635598446307819,0.229276895943563,0,1,10.1924653256776,0.128006277556258,0.155643738977072,0,1,5.43113096794469,0.147760286610064,0.0746507900160293,0,1,4366.99999999985,0.00397766466767022,0,0,0,0,NA,0.00894444444444444,0,0,78.2151237074061,0.00686366331035834,0.00422222222222222,0,0,129.700839506788,0.00286651917852162,0.00955555555555555,0,0,81.9047285839943,0.00765428971784221,0.00688888888888889,0,0,168.277112376149,0.00443802082050646,0.0746507900160293,0.0573333333333333,0.105777777777778,0.0746507900160293,0.0143333333333333,0.0732777777777778,0.436848487259692,0.436710561676969,0.437720488466757,1625.39177777778,3720.72644444444,0.44907282988444,1671,1
"SST","SST",3,3,3.03222222222222,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5041.0925708077,10082.1851416154,0.0096045197740113,1364.278,1009,1,1,1,0,NA,1,1,1,0,NA,0.850297619047619,0.258333333333333,1,38.7130979618198,0.0414354481453606,0.520386904761905,0,1,10.4579711559595,0.143313363319924,0.171171171171171,0,1,47.0468463118132,0.0522088902059731,0.0851351351351351,0,1,36.4864153885819,0.0398561184069182,1,1,1,0,NA,1,1,1,0,NA,0.00805555555555556,0,0,282.024826396372,0.00323218464415973,0.00465555555555556,0,0,378.547100709632,0.00204967890683874,0.0126777777777778,0,0,185.842157456898,0.00681298468589219,0.00706666666666667,0,0,397.055255156149,0.0032891177899575,1,0.0415555555555556,0.153111111111111,1,0.00995555555555556,0.111744444444444,0.448922780960239,0.447761194029851,0.449620518188956,1669.57266666667,3719.03177777778,0.44907282988444,1671,1
"SST","DC-SBM",3,3,3,"weak",3,3.24,0.2,0.09,3,1,4.44089209850063e-16,-5041.66166879922,10083.3233375984,0.00282485875706215,268.249,1010,0.956834532374101,0,1,416.999999999998,0.00996414365247973,0.558752997601918,0,1,416.999999999997,0.0243446845640097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186567164179104,0,0,267.999999999999,0.00828080297686273,0.0186567164179104,0,0,267.999999999999,0.00828080297686273,0.0886666666666667,0,1,4054.79087680783,0.00446460301989227,0.0517777777777778,0,1,4675.06240166561,0.00324101709991114,0,0,0,0,NA,0,0,0,0,NA,0.00111111111111111,0,0,4499.99999999997,0.000496683050571513,0.00111111111111111,0,0,4499.99999999997,0.000496683050571513,0.0926666666666667,0,0.0595555555555556,0.0926666666666667,0,0.0595555555555556,0.448842283643231,0.447761194029851,0.44907282988444,1667.17577777778,3714.38044444444,0.44907282988444,1671,1
"SST","WST",3,3,3.00044444444444,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4855.2452889126,9710.4905778252,0,2708.998,1009,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999944444444444,1,1,4500.00000000012,5.55555555555548e-05,0.75,0.5125,0.9875,0,Inf,0.166666666666667,0.0083333333333333,0.325,0,Inf,1,1,1,0,NA,1,1,1,0,NA,0.999888888888889,1,1,4500.00000000018,0.000111111111111109,0.999833333333333,1,1,4499.99999999968,0.000124214953493569,0.000222222222222222,0,0,4500.00000000029,0.000175670377098208,5.55555555555556e-05,0,0,4500.00000000018,5.55555555555544e-05,1,1.00088888888889,0.00111111111111111,1,0.999888888888889,0.000277777777777778,0.280145239641766,0.280143971205759,0.280143971205759,934.011333333333,3334.02511111111,0.280143971205759,934,1
"SST","SST",3,3,3.00044444444444,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4853.17274882463,9706.34549764925,0,1292.854,1010,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999833333333333,1,1,2464.27352264554,0.000167855541184916,1,1,1,0,NA,0,0,0,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999833333333333,1,1,2464.27352264554,0.000167855541184916,0.000277777777777778,0,0,2385.56146563696,0.000275084148328495,0,0,0,0,NA,1,1.00133333333333,0.00111111111111111,1,1,0.000277777777777778,0.280147429159667,0.280143971205759,0.280143971205759,934.034222222222,3334.07777777778,0.280143971205759,934,1
"SST","DC-SBM",3,3,3,"medium",3,3.24,0.7,0.09,3,1,4.44089209850063e-16,-4852.14513433135,9704.29026866271,0,269.393,1011,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0,0,0,0,NA,0,0,0,0,NA,1,1,0,1,1,0,0.488002399520096,0.488002399520096,0.488002399520096,1627,3334,0.280143971205759,934,1
"SST","WST",3,3,3.00288888888889,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4298.94057995327,8597.88115990654,0,2881.302,1010,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,0.999666666666667,1,1,2641.74650129347,0.000177509803799951,0.999851851851852,1,1,2330.11947012059,0.000145562706102652,0.999851851851852,1,1,2330.11947012059,0.000145562706102652,1,1,1,0,NA,1,1,1,0,NA,0.999222222222222,1,1,3535.09712016663,0.000331453267968306,0.998888888888889,1,1,2796.9374204142,0.000410404058892676,0.999166666666667,1,1,2197.44907532505,0.000346120410069661,0.999166666666667,1,1,2197.44907532505,0.000346120410069661,1,1.00555555555556,1.00577777777778,1,0.999222222222222,0.999277777777778,0.100681366568249,0.100659340659341,0.100659340659341,229.065333333333,2275.13977777778,0.100659340659341,229,1
"SST","SST",3,3,3,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4297.27076925858,8594.54153851717,0,1330.991,1011,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.100659340659341,0.100659340659341,0.100659340659341,229,2275,0.100659340659341,229,1
"SST","DC-SBM",3,3,3,"strong",3,3.24,1.3,0.09,3,1,4.44089209850063e-16,-4296.17244653188,8592.34489306376,0,269.788,1012,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,0,NA,1,1,1,1,1,1,0.100659340659341,0.100659340659341,0.100659340659341,229,2275,0.100659340659341,229,1
"SST","WST",3,3,3.01466666666667,"weak",6,12.96,0.2,0.09,6,1,4.44089209850063e-16,-6867.92981152772,13735.8596230554,0.00395480225988701,2716.876,1011,1,1,1,0,NA,0.675236806495264,0,1,4657.76138194108,0.00686233343325055,1,1,1,0,NA,0.992666666666667,1,1,38.4849004917243,0.0096901473050942,0.99037037037037,1,1,35.3985775649336,0.0133707285645807,0.00503703703703704,0,0,47.4407378070662,0.00616345853611028,1,1,1,0,NA,0.675236806495264,0,1,4657.76138194108,0.00686233343325055,0.999888888888889,1,1,4500.00000000029,0.000111111111111107,0.992611111111111,1,1,40.4189082055978,0.00954485387093714,0.989,1,1,38.4849004916557,0.0145352209576543,0.00366666666666667,0,0,38.4849004917243,0.0048450736525471,1,1.04355555555556,1.02888888888889,1,0.999888888888889,0.996222222222222,0.435390560556028,0.435390946502058,0.435390946502058,3175.06555555556,7292.454,0.435390946502058,3174,1
